ctrhp_1	ctrhp_2	ctrhp_3	CLKhp_1	CLKhp_2	CLKhp_3
chr1_45499842_45500435	54	65	68	66	66	62
chr1_45521340_45522082	31	29	38	35	29	33
chr1_45550490_45551181	38	28	35	41	32	35
chr1_45583269_45585243	106	113	123	126	98	118
chr1_45686048_45687679	113	109	150	128	110	125
chr1_45750286_45751071	63	54	71	70	62	63
chr1_45803110_45803787	40	42	44	49	43	53
chr1_46131848_46133744	157	165	196	195	138	196
chr1_46198307_46198798	15	23	30	26	13	24
chr1_46246953_46247979	52	47	61	47	43	50
chr1_46303075_46303992	62	71	90	72	60	85
chr1_46340121_46341219	43	43	65	63	51	61
chr1_46522323_46522882	19	22	37	17	15	27
chr1_46532896_46533732	30	27	39	45	41	42
chr1_46603947_46604537	36	32	44	48	37	47
chr1_46667895_46668814	38	42	53	54	38	51
chr1_46718658_46719681	54	66	66	76	57	67
chr1_46725278_46725528	12	9	13	16	15	12
chr1_47179179_47179459	13	13	13	16	19	23
chr1_47208447_47208844	12	19	20	18	20	25
chr1_47313780_47314604	109	92	125	117	107	121
chr1_47333318_47335066	131	142	145	147	118	149
chr1_47533046_47533585	19	22	15	26	24	34
chr1_47572685_47573258	28	32	56	47	48	52
chr1_47659077_47659513	19	14	22	24	23	24
chr1_47696703_47697245	7	20	32	25	15	21
chr1_47705658_47705997	9	18	18	16	19	25
chr1_47709434_47709871	17	15	25	17	16	22
chr1_47805850_47806414	36	38	42	60	45	58
chr1_47934419_47934833	19	21	21	22	13	25
chr1_47997459_47997981	21	11	30	22	23	22
chr1_48052323_48052931	22	15	21	28	24	28
chr1_48471644_48472568	38	40	64	47	60	70
chr1_48494063_48494741	42	31	47	47	35	35
chr1_48526256_48526678	17	23	27	20	28	21
chr1_48562859_48563628	63	76	80	81	64	84
chr1_48572702_48573050	12	16	18	18	11	18
chr1_48610713_48611583	54	40	62	49	46	63
chr1_48695158_48695513	14	18	17	30	14	19
chr1_48715882_48716328	26	37	28	43	42	50
chr1_48746635_48747398	27	31	28	39	26	37
chr1_48775919_48777195	67	75	64	75	70	67
chr1_48916171_48916815	19	27	29	26	29	35
chr1_48920750_48921262	14	29	22	38	24	35
chr1_49187124_49187371	11	11	8	14	10	14
chr1_50023547_50024160	37	29	41	23	48	37
chr1_50110583_50111160	17	40	31	37	20	43
chr1_50132188_50132499	6	18	17	20	14	18
chr1_50208161_50208647	16	18	27	21	14	17
chr1_50245839_50246592	33	40	49	39	38	50
chr1_50251603_50252725	56	51	106	96	70	77
chr1_50423274_50423661	19	18	34	30	27	24
chr1_50841821_50842222	10	14	28	25	16	18
chr1_50959562_50960813	79	95	109	106	74	123
chr1_50967998_50970329	106	120	146	135	117	145
chr1_50977631_50978451	20	20	39	30	27	31
chr1_51235730_51237363	66	71	96	97	80	93
chr1_51583222_51584052	37	37	55	50	47	47
chr1_51616922_51617684	40	42	37	43	44	49
chr1_51729268_51729902	34	15	28	20	23	17
chr1_51878029_51879533	114	139	153	145	116	129
chr1_51919257_51919651	14	19	20	23	23	26
chr1_52033282_52034068	33	45	56	66	46	55
chr1_52054875_52055558	28	23	25	24	20	33
chr1_52055894_52056764	51	51	59	68	56	74
chr1_52141761_52142928	70	54	84	72	72	82
chr1_52365676_52366745	63	56	86	82	64	78
chr1_52403972_52405026	53	51	47	50	57	73
chr1_52552591_52553996	81	76	78	91	79	74
chr1_52698060_52698583	18	21	25	32	22	24
chr1_52726091_52726907	36	41	48	51	39	55
chr1_53196440_53197153	30	31	41	34	35	55
chr1_53220109_53221025	48	59	80	63	65	68
chr1_53238327_53238983	26	32	43	39	27	35
chr1_53296438_53296859	18	15	11	23	21	11
chr1_53303753_53304344	22	27	29	19	28	29
chr1_53327117_53328529	59	51	84	76	64	70
chr1_53417329_53417606	14	17	12	17	13	15
chr1_53419101_53419435	14	19	15	17	17	25
chr1_53738659_53739644	42	31	55	50	42	60
chr1_53837967_53838935	105	107	97	96	115	115
chr1_53889495_53890053	27	34	40	33	34	34
chr1_53945286_53946677	94	96	135	103	97	127
chr1_54052303_54054109	145	132	152	142	129	183
chr1_54199714_54200532	34	39	49	41	42	56
chr1_54272972_54274044	51	42	76	50	63	78
chr1_54309265_54310308	33	48	68	50	41	50
chr1_54350371_54350796	18	14	14	22	14	15
chr1_54405941_54407123	68	61	90	78	76	75
chr1_54407398_54407918	19	16	21	17	14	18
chr1_54487902_54488769	25	31	41	40	29	51
chr1_54489090_54490007	30	38	45	28	29	37
chr1_54547770_54548220	15	23	39	32	21	27
chr1_54581395_54582116	25	33	39	45	33	42
chr1_54715489_54716165	19	26	32	26	31	33
chr1_54764175_54765191	93	85	106	116	108	118
chr1_54792654_54793181	17	13	20	22	30	22
chr1_54886751_54887797	55	46	76	66	73	76
chr1_55050174_55050660	22	17	22	19	13	16
chr1_55067286_55067895	44	38	62	62	58	57
chr1_55214423_55215966	53	82	85	105	88	94
chr1_55575580_55576179	39	37	43	56	43	43
chr1_55584528_55585424	34	46	48	47	57	56
chr1_55930957_55931813	33	36	54	51	38	48
chr1_56376232_56377036	18	22	31	38	32	34
chr1_56435681_56436321	28	28	22	22	29	28
chr1_56477290_56477862	20	19	40	23	22	22
chr1_56550136_56551155	36	39	60	51	37	41
chr1_56551417_56552136	41	42	59	62	45	62
chr1_56562938_56563399	12	12	23	17	17	11
chr1_56578238_56579761	46	42	69	59	42	56
chr1_56645026_56645944	39	33	51	44	44	47
chr1_56798157_56798585	16	11	20	17	17	14
chr1_57077882_57078131	12	11	12	17	5	15
chr1_57116828_57117306	17	19	16	18	18	17
chr1_57423740_57424514	25	28	38	29	23	32
chr1_57839551_57839878	11	18	15	17	16	13
chr1_57908233_57908970	25	37	41	56	43	55
chr1_57984303_57984797	16	17	24	20	5	14
chr1_58249828_58250700	37	19	33	44	46	31
chr1_58546018_58547097	70	83	100	104	96	105
chr1_58699780_58700283	19	30	29	24	28	31
chr1_58748627_58749242	14	20	20	34	21	32
chr1_58781754_58784899	186	188	217	216	182	208
chr1_58862755_58863361	27	36	39	48	34	56
chr1_58874646_58875372	28	30	53	39	42	33
chr1_59077920_59078624	46	34	49	53	48	53
chr1_59079300_59080077	13	20	25	31	25	23
chr1_59163682_59164150	23	18	29	26	19	27
chr1_59230664_59231027	16	10	20	14	14	18
chr1_59296234_59297342	82	102	136	136	82	122
chr1_59926714_59927125	15	15	21	15	14	13
chr1_59972461_59973085	22	24	34	38	36	29
chr1_59986381_59987259	56	58	84	66	68	61
chr1_60017201_60018244	44	42	63	57	33	53
chr1_60165343_60165684	18	18	20	13	18	11
chr1_60436173_60436539	9	15	17	12	12	13
chr1_60448919_60449336	18	17	24	18	21	19
chr1_60564738_60565759	29	33	44	45	31	41
chr1_60620896_60622494	131	147	143	181	138	190
chr1_60695598_60696498	64	71	72	80	62	93
chr1_60746134_60746814	38	29	43	39	30	36
chr1_60865057_60865660	16	20	24	25	20	23
chr1_60895124_60896054	26	28	31	39	23	36
chr1_60903612_60904029	17	14	30	26	12	17
chr1_60904078_60904779	27	24	37	33	27	35
chr1_60936238_60936979	27	31	23	34	20	33
chr1_60952550_60953171	22	21	24	26	25	26
chr1_60969963_60970441	17	19	18	23	17	19
chr1_61011297_61012080	26	32	28	35	39	41
chr1_61049860_61050815	41	46	53	50	53	58
chr1_61076758_61078283	77	75	97	101	80	101
chr1_61079768_61080165	14	15	16	21	13	24
chr1_61081640_61082685	40	33	40	37	28	41
chr1_61184180_61184846	35	27	33	43	31	32
chr1_61243976_61244662	27	45	31	37	31	48
chr1_61334867_61335275	12	18	15	15	12	18
chr1_61337951_61338482	34	38	43	31	24	30
chr1_61452973_61453684	29	41	50	38	47	46
chr1_61724835_61725584	40	36	38	50	29	46
chr1_61910195_61910582	19	17	12	15	20	25
chr1_62401010_62401458	31	32	27	29	29	40
chr1_62435746_62437731	201	240	257	255	224	257
chr1_62687657_62688906	61	67	71	95	79	87
chr1_62783654_62784457	59	74	61	86	63	82
chr1_63367190_63368112	60	68	89	98	75	99
chr1_63523001_63523999	45	50	62	76	57	81
chr1_63593189_63594271	60	62	63	74	52	75
chr1_63773823_63774537	28	24	34	45	29	43
chr1_64072412_64072879	13	14	18	18	16	28
chr1_64282339_64283101	24	36	36	44	42	33
chr1_64469691_64471634	86	92	117	123	89	116
chr1_64502852_64503434	22	22	24	35	25	30
chr1_64631385_64632121	22	27	36	35	30	32
chr1_64663592_64664774	51	70	79	74	69	97
chr1_64744329_64745667	60	79	99	84	74	85
chr1_64908990_64909381	13	8	15	20	16	17
chr1_64965501_64967168	98	93	160	146	125	125
chr1_65002493_65002967	10	16	18	20	19	27
chr1_65027797_65028107	10	11	16	14	12	20
chr1_65066397_65068489	124	127	115	140	113	138
chr1_65167528_65168090	22	19	25	26	23	35
chr1_65254056_65255304	70	67	90	100	86	110
chr1_65309151_65310266	45	58	60	53	48	58
chr1_65419627_65421322	121	116	174	170	117	167
chr1_65792462_65793384	46	37	46	47	34	52
chr1_65911708_65912125	17	20	20	24	28	25
chr1_65949157_65949658	14	16	24	30	28	27
chr1_65992533_65992777	13	13	19	26	17	22
chr1_66113200_66113613	14	14	15	17	15	14
chr1_66160740_66161013	18	16	13	20	20	20
chr1_66169007_66169642	20	22	22	18	18	30
chr1_66207626_66207932	10	12	8	11	13	16
chr1_66271216_66272029	50	51	59	70	67	68
chr1_66353157_66353736	24	30	35	31	36	32
chr1_66359204_66359674	16	17	21	25	16	23
chr1_66388767_66389476	44	52	51	56	57	49
chr1_66413517_66414214	19	27	37	36	33	30
chr1_66556249_66556646	22	21	25	20	22	17
chr1_66924409_66926015	173	194	239	257	222	256
chr1_66929631_66930908	88	72	100	122	87	107
chr1_67019477_67020272	27	34	36	39	27	45
chr1_67053106_67054772	105	91	127	110	105	119
chr1_67429563_67431322	152	169	195	194	173	196
chr1_67587897_67588466	29	27	29	49	33	47
chr1_67646075_67646672	18	22	17	35	23	33
chr1_67684585_67687104	178	202	243	235	211	257
chr1_67724962_67725309	15	13	12	24	15	20
chr1_67735909_67736639	22	29	41	29	22	40
chr1_67766119_67766569	19	25	23	33	24	31
chr1_67831570_67832446	29	35	54	54	39	37
chr1_67832649_67833760	43	43	55	47	47	50
chr1_67853716_67854144	16	25	25	19	17	19
chr1_67939133_67939857	22	27	28	34	33	35
chr1_67945811_67946552	30	37	50	37	37	43
chr1_67947139_67947470	14	19	27	24	27	20
chr1_68111798_68112338	25	40	45	41	30	45
chr1_68112502_68113320	22	45	71	37	40	32
chr1_68140967_68141717	29	30	63	37	39	41
chr1_68173958_68174666	40	38	56	40	46	48
chr1_68231954_68232782	36	34	44	45	43	51
chr1_68293709_68294538	30	36	50	39	37	31
chr1_68313455_68314532	49	59	75	96	76	88
chr1_68358200_68358733	21	20	20	16	18	23
chr1_68365726_68366371	37	42	52	54	44	63
chr1_68384153_68384856	48	32	72	57	48	56
chr1_68449878_68450453	18	25	24	20	27	28
chr1_68496608_68497705	91	96	108	139	106	120
chr1_68551112_68551652	18	29	33	27	22	23
chr1_68745090_68745953	22	26	22	40	36	48
chr1_68811715_68812399	29	28	35	39	29	37
chr1_68904480_68904855	13	7	15	19	15	13
chr1_69263636_69264936	108	117	107	129	127	140
chr1_69291574_69292021	18	28	27	29	22	25
chr1_69567067_69568673	74	62	102	94	87	102
chr1_69804778_69805324	20	16	18	21	19	16
chr1_70061081_70061571	18	17	35	27	27	26
chr1_70204860_70206362	69	98	104	115	77	96
chr1_70220985_70222017	82	78	109	106	90	102
chr1_70353707_70355149	103	105	135	158	121	164
chr1_70410538_70411646	136	152	151	183	157	163
chr1_70457988_70458772	27	24	43	39	43	43
chr1_71047295_71047973	22	20	29	29	27	23
chr1_71050040_71050309	19	14	21	25	13	21
chr1_71080761_71081607	62	60	68	93	82	83
chr1_71083204_71083562	16	13	24	23	21	10
chr1_71873670_71874268	21	31	35	29	24	32
chr1_71971999_71972271	11	13	15	17	8	16
chr1_72282161_72284673	144	154	154	163	154	193
chr1_72496554_72497035	14	17	19	27	20	24
chr1_72636640_72637169	14	18	16	20	28	25
chr1_72650066_72650575	17	22	26	22	19	21
chr1_72651015_72651457	13	15	26	24	16	20
chr1_72679794_72680398	24	32	25	33	18	38
chr1_73009927_73010324	16	11	19	22	13	23
chr1_73369297_73369866	22	24	22	32	30	42
chr1_73673830_73674387	17	21	35	41	34	28
chr1_73901588_73902222	25	30	46	32	30	27
chr1_74197777_74198604	60	76	101	92	82	97
chr1_74343219_74343823	48	52	51	55	47	59
chr1_74363012_74363789	67	60	67	86	87	79
chr1_74382674_74383218	15	25	20	20	21	24
chr1_74422474_74423143	32	27	51	41	48	34
chr1_74504173_74504464	13	16	17	22	21	21
chr1_74504689_74505589	38	55	66	64	69	62
chr1_74505967_74506842	60	67	89	90	76	84
chr1_74523912_74524487	30	48	49	47	48	46
chr1_74592997_74593400	9	11	19	20	20	24
chr1_74637295_74637812	18	24	32	36	36	35
chr1_74673098_74674077	50	54	47	53	44	53
chr1_74689750_74690111	15	19	17	19	24	25
chr1_74732624_74734001	84	97	123	103	112	122
chr1_74964257_74965019	40	48	56	57	54	72
chr1_75245674_75246222	22	32	32	25	29	32
chr1_75338842_75339490	15	20	33	30	27	24
chr1_75342740_75343162	13	26	22	22	18	19
chr1_75396929_75397681	54	58	56	60	57	71
chr1_75614417_75616830	123	108	167	162	134	188
chr1_75723855_75725131	96	81	121	120	114	119
chr1_75785640_75786650	64	66	100	104	92	90
chr1_75991591_75991885	13	17	19	18	6	20
chr1_76074090_76075363	81	95	105	113	113	116
chr1_76250272_76250735	18	20	33	29	16	26
chr1_76281323_76281998	20	37	34	46	31	33
chr1_76336944_76337511	28	29	39	24	28	45
chr1_76390307_76390871	33	46	48	45	36	52
chr1_76668722_76669429	19	23	44	39	25	34
chr1_76680496_76680941	9	15	23	18	15	14
chr1_76764645_76765266	26	24	36	31	31	29
chr1_76770975_76771643	27	33	31	37	23	47
chr1_76779263_76779778	19	25	31	24	27	24
chr1_76799725_76800339	30	31	22	27	33	34
chr1_76867334_76868954	42	71	76	80	71	77
chr1_77016470_77017111	12	28	31	33	30	38
chr1_77218908_77219601	43	43	58	49	62	60
chr1_77281563_77282899	64	80	82	106	105	119
chr1_77397991_77398794	48	42	58	54	49	54
chr1_77489897_77490431	29	34	52	47	38	47
chr1_77539436_77539910	20	19	30	17	19	25
chr1_77682126_77684245	151	181	192	224	176	235
chr1_77759085_77760217	56	66	85	85	75	90
chr1_77779441_77780087	29	35	38	47	29	37
chr1_77832905_77833237	13	18	26	13	19	12
chr1_77888168_77889384	44	35	52	51	35	67
chr1_77978052_77980258	115	144	160	150	126	142
chr1_78004624_78005037	33	30	32	30	26	35
chr1_78382824_78383171	17	13	30	21	17	29
chr1_78490872_78491915	30	26	41	36	46	45
chr1_78617563_78618029	25	23	20	27	24	26
chr1_78649554_78649961	18	23	33	26	32	28
chr1_78692731_78693460	47	53	53	60	50	59
chr1_78715244_78715854	37	38	41	63	49	61
chr1_78840464_78841053	19	18	16	23	30	33
chr1_79373598_79374283	30	26	40	34	29	39
chr1_79982035_79982639	27	31	35	38	36	34
chr1_80933269_80933674	18	27	22	23	21	25
chr1_81305974_81306418	40	29	32	44	31	43
chr1_81445839_81446602	49	60	51	80	58	66
chr1_81464204_81464710	35	40	40	54	41	39
chr1_81478148_81478572	21	27	32	37	29	32
chr1_81509460_81510331	29	34	35	49	38	52
chr1_81670307_81670683	18	20	25	32	24	24
chr1_81700528_81701344	74	76	79	93	86	99
chr1_81738894_81739262	15	10	27	15	12	15
chr1_81800085_81803359	148	146	153	164	141	195
chr1_81882744_81883201	15	21	14	21	14	10
chr1_81885350_81885711	16	19	10	16	19	26
chr1_81920339_81920748	16	14	18	22	25	20
chr1_81936799_81937268	21	13	26	29	18	23
chr1_82048770_82049782	45	54	59	79	50	55
chr1_82211323_82211933	36	27	39	53	34	47
chr1_82214258_82214788	21	25	24	26	21	27
chr1_82225800_82226528	41	39	34	36	37	44
chr1_82464058_82465317	48	51	39	44	51	61
chr1_82485394_82485882	16	22	28	29	30	33
chr1_82565565_82566041	26	26	29	26	17	33
chr1_83151216_83151567	9	12	25	18	15	22
chr1_83769958_83770456	18	21	19	29	19	26
chr1_83799328_83800465	59	68	82	95	80	101
chr1_83998467_83999782	102	108	128	142	115	142
chr1_84077367_84078894	149	117	173	193	155	183
chr1_84083150_84083638	17	22	24	27	32	24
chr1_84164562_84164988	10	20	20	23	24	19
chr1_84253890_84254271	17	23	19	24	14	27
chr1_84298229_84299164	43	51	60	56	44	53
chr1_84301516_84301763	12	16	17	20	11	23
chr1_84479097_84479915	35	51	53	67	44	66
chr1_84505541_84506905	142	146	140	171	138	152
chr1_84573885_84574576	36	30	44	41	34	44
chr1_84689508_84691294	189	184	213	243	200	243
chr1_84720208_84720694	19	19	29	24	22	29
chr1_84753563_84754311	38	24	40	35	45	36
chr1_84759194_84759699	28	29	31	30	26	37
chr1_84772332_84772839	16	19	24	17	20	26
chr1_84782010_84782763	27	22	34	40	38	33
chr1_84847101_84847902	35	33	43	54	51	46
chr1_84944787_84945454	23	24	28	30	41	35
chr1_84996796_84997737	30	30	34	41	37	42
chr1_85061739_85062669	50	37	62	49	68	63
chr1_85137079_85138191	74	90	106	101	73	105
chr1_85200331_85202115	99	108	139	141	130	152
chr1_85259309_85260311	76	68	95	82	90	106
chr1_85275864_85277420	177	200	229	241	214	240
chr1_85308145_85308518	15	11	25	26	27	19
chr1_85315986_85316703	19	37	35	30	25	33
chr1_85330809_85331369	28	30	28	28	30	30
chr1_85407190_85407693	23	20	39	24	24	24
chr1_85464400_85465592	79	78	128	120	121	120
chr1_85527075_85527579	29	20	36	35	32	35
chr1_85576360_85577498	51	46	78	73	68	75
chr1_85580536_85581856	69	55	91	81	64	93
chr1_85628699_85629256	27	24	33	43	32	33
chr1_85707895_85709042	102	87	110	110	106	116
chr1_86195159_86195701	32	37	49	49	35	50
chr1_86207317_86207672	16	20	22	24	22	26
chr1_86226297_86226932	16	18	27	26	27	27
chr1_86395624_86396725	91	92	94	124	103	108
chr1_86505179_86505972	31	27	41	44	36	50
chr1_86703749_86705647	159	167	219	217	188	234
chr1_86757506_86757851	13	20	23	29	19	26
chr1_86792586_86793592	54	47	66	55	60	67
chr1_86811551_86811838	8	18	17	13	16	15
chr1_86862814_86863498	38	35	44	48	51	50
chr1_86913852_86915845	161	168	225	208	165	233
chr1_87131783_87132192	11	16	23	28	29	28
chr1_87136234_87137273	39	40	61	61	57	56
chr1_87149041_87150252	111	119	135	153	139	153
chr1_87154459_87155494	28	36	36	33	38	45
chr1_87226313_87226762	32	29	35	44	30	45
chr1_87240913_87241295	13	6	17	21	16	21
chr1_87327827_87329631	147	173	200	197	198	222
chr1_87331292_87332295	39	46	68	53	50	70
chr1_87334246_87336070	64	76	84	78	74	83
chr1_87393419_87393808	14	19	13	16	16	15
chr1_87410651_87411169	12	9	24	23	15	25
chr1_87426595_87427250	29	27	37	45	44	47
chr1_87560676_87561025	16	11	27	17	12	16
chr1_87599895_87600652	21	39	39	29	28	39
chr1_87642450_87643404	57	61	60	59	54	67
chr1_87684187_87685730	43	66	59	99	66	78
chr1_87956107_87956375	15	16	19	11	11	15
chr1_87968211_87969043	44	38	54	53	51	52
chr1_88057797_88058440	27	27	25	28	21	32
chr1_88462014_88463287	78	73	92	101	94	114
chr1_88683602_88685235	148	151	181	187	168	201
chr1_88847544_88847973	20	19	35	21	24	26
chr1_88890844_88891923	67	53	83	94	65	78
chr1_88984278_88985682	57	50	54	68	63	76
chr1_88992276_88993384	141	173	176	194	164	213
chr1_88998746_88999068	14	14	15	28	17	27
chr1_89005607_89006081	22	12	29	28	24	33
chr1_89058122_89058622	17	25	15	27	20	30
chr1_89254522_89255507	43	49	50	61	47	70
chr1_89483213_89483584	9	12	22	18	15	16
chr1_89524022_89525672	90	99	135	129	102	127
chr1_89566980_89567231	11	15	14	16	17	12
chr1_89632323_89634161	165	166	194	200	169	223
chr1_89762305_89763572	82	88	123	117	96	118
chr1_89804716_89804961	11	6	16	19	14	20
chr1_89820403_89822246	136	143	160	162	148	180
chr1_89842767_89843799	22	38	44	43	41	52
chr1_89879003_89879471	21	23	23	18	21	18
chr1_89906460_89906941	13	25	30	27	28	29
chr1_89938969_89939594	21	34	39	43	28	34
chr1_89986026_89986332	10	16	15	19	18	17
chr1_89994576_89995747	120	117	136	139	125	155
chr1_90074951_90075317	14	14	25	20	23	15
chr1_90134529_90134872	14	15	18	20	16	12
chr1_90313792_90314178	11	13	22	16	15	14
chr1_90412451_90412785	15	14	20	18	12	11
chr1_90414284_90414795	8	18	23	24	22	25
chr1_90717838_90718241	17	12	26	25	21	25
chr1_90834764_90835449	23	31	40	49	39	41
chr1_90854307_90854802	18	23	25	18	19	20
chr1_91021279_91022803	132	132	152	174	138	184
chr1_91165317_91165569	13	14	13	12	10	14
chr1_91173383_91173691	6	15	18	26	16	23
chr1_91201530_91202210	55	49	62	75	65	60
chr1_91404010_91405192	101	127	145	138	130	147
chr1_91500412_91501900	149	151	186	180	161	179
chr1_91622680_91623263	39	32	43	43	35	31
chr1_91751284_91751935	27	23	32	42	32	42
chr1_91830209_91830629	13	19	28	25	16	24
chr1_91845735_91846837	71	85	80	97	67	90
chr1_91884889_91886752	139	110	190	182	147	174
chr1_92029553_92030568	46	59	74	69	64	73
chr1_92080078_92081020	55	76	85	73	71	79
chr1_92168665_92169008	13	17	12	19	17	23
chr1_92298383_92299579	87	100	135	133	103	130
chr1_92551623_92552465	28	38	38	34	47	45
chr1_92784274_92785685	130	160	181	183	181	180
chr1_92804661_92805073	8	13	27	23	25	20
chr1_92831768_92832790	68	78	99	112	98	102
chr1_92872674_92873201	19	29	28	32	24	31
chr1_92934563_92935227	41	33	30	36	33	36
chr1_92960364_92962230	134	137	163	159	159	188
chr1_93078540_93079700	87	81	105	93	79	89
chr1_93179518_93181131	156	160	174	203	170	234
chr1_93345412_93346497	87	72	109	91	88	116
chr1_93447693_93449250	98	101	130	129	101	139
chr1_93575889_93576836	38	45	51	62	40	63
chr1_93597793_93598245	19	22	40	28	23	26
chr1_93605596_93606077	16	24	23	22	18	28
chr1_93616645_93617343	34	30	47	49	42	42
chr1_93623717_93624200	16	15	20	28	30	35
chr1_93635615_93636570	48	40	64	48	42	47
chr1_93664471_93665014	19	24	22	27	29	44
chr1_93680763_93682105	57	54	62	67	58	71
chr1_93751700_93752015	12	19	25	22	27	25
chr1_93824789_93825215	7	15	17	13	15	25
chr1_93845867_93848310	139	160	199	186	139	192
chr1_93878827_93879557	44	51	64	62	50	74
chr1_93908529_93910090	88	105	143	147	122	164
chr1_94072125_94072356	16	13	16	23	19	27
chr1_94079157_94080016	33	35	42	47	52	44
chr1_94092184_94092572	22	17	25	25	20	21
chr1_94095373_94095663	14	13	16	18	12	20
chr1_94237084_94237996	36	37	48	55	35	34
chr1_94335879_94336194	19	18	17	12	13	17
chr1_94417134_94419226	181	165	218	209	192	222
chr1_94528285_94528729	17	11	33	19	23	26
chr1_94541018_94542382	62	49	89	59	57	79
chr1_94587502_94587948	16	22	14	20	27	25
chr1_94591562_94593074	83	94	145	128	121	123
chr1_94863674_94864342	30	28	43	31	31	49
chr1_94873523_94874366	30	32	43	53	45	60
chr1_94884083_94884430	15	9	14	17	13	27
chr1_94925506_94928033	183	171	243	209	184	234
chr1_94934493_94935067	19	32	39	37	46	39
chr1_94998121_94998484	19	17	27	29	15	28
chr1_95072100_95073547	113	119	152	151	125	136
chr1_95116791_95118185	63	59	93	81	68	87
chr1_95233772_95234698	56	54	71	70	64	69
chr1_95246242_95247063	38	51	52	59	57	55
chr1_95387968_95388431	13	27	23	27	20	38
chr1_95408623_95409351	14	26	24	23	18	31
chr1_95552540_95553115	16	15	12	23	35	33
chr1_95604644_95605430	39	42	56	58	47	69
chr1_96096004_96096889	41	39	52	39	40	46
chr1_96104657_96105269	18	21	25	17	18	25
chr1_96206341_96206901	17	23	33	25	26	25
chr1_96464161_96464618	25	17	24	42	29	41
chr1_96598321_96599057	30	32	47	33	37	35
chr1_96721122_96722903	121	146	181	193	146	165
chr1_96952170_96952669	26	35	39	43	31	46
chr1_97006102_97006569	18	18	29	30	29	32
chr1_97119678_97120240	16	19	21	19	30	28
chr1_97144920_97146382	163	187	226	216	173	216
