ctrhp_1	ctrhp_2	ctrhp_3	CLKhp_1	CLKhp_2	CLKhp_3
chr1_41360712_41362784	85	205	142	172	123	112
chr1_41365512_41367219	97	176	158	159	123	115
chr1_41385942_41386606	24	59	41	48	40	33
chr1_41394853_41395745	37	58	51	71	36	39
chr1_41398993_41399723	31	67	54	36	38	31
chr1_41404120_41405119	43	94	72	83	60	55
chr1_41407547_41408032	12	22	21	17	16	15
chr1_41454420_41454843	15	35	16	34	13	21
chr1_41474447_41475420	58	91	92	90	74	71
chr1_41516039_41516564	14	29	26	30	14	26
chr1_41558609_41559129	11	27	23	34	17	20
chr1_41661550_41662964	49	93	75	88	54	56
chr1_42035142_42036452	66	141	98	154	80	87
chr1_42049174_42050297	49	95	73	108	67	55
chr1_42137661_42138220	20	25	32	23	15	14
chr1_42177055_42178139	41	60	62	63	37	49
chr1_42334570_42335588	47	81	46	94	63	59
chr1_42380140_42381262	43	96	89	93	57	53
chr1_42419206_42420161	36	70	65	53	52	41
chr1_42420551_42421859	66	153	119	159	104	98
chr1_42422404_42423115	19	32	34	32	28	19
chr1_42462910_42463662	54	106	86	80	75	77
chr1_42657930_42658783	38	71	63	80	50	59
chr1_42681771_42683399	71	176	124	160	110	97
chr1_42766332_42767848	106	190	162	190	134	149
chr1_42816614_42817822	33	82	68	69	49	44
chr1_42846314_42846726	26	64	56	70	42	37
chr1_42924035_42924900	44	88	53	68	54	48
chr1_42957811_42959494	72	160	116	143	79	83
chr1_43147550_43148142	25	26	25	29	20	17
chr1_43172017_43172674	17	34	27	38	28	24
chr1_43358555_43359411	32	70	61	69	60	44
chr1_43367673_43368617	27	49	40	56	38	34
chr1_43382126_43382716	24	46	20	34	23	22
chr1_43389583_43390208	20	31	30	35	19	25
chr1_43453546_43454088	19	28	30	27	19	16
chr1_43530670_43531166	12	29	20	29	15	14
chr1_43565630_43566231	19	25	21	13	15	17
chr1_43584592_43585270	18	39	32	26	32	29
chr1_43642871_43643423	12	23	24	25	16	14
chr1_43649616_43650859	78	155	136	168	97	91
chr1_43706885_43708107	64	101	88	91	68	58
chr1_43946190_43947503	71	132	106	119	72	69
chr1_43969614_43970315	34	66	53	64	41	54
chr1_43974352_43975369	55	87	65	66	48	57
chr1_43991331_43992058	26	30	24	43	30	25
chr1_44029643_44030972	41	92	73	79	60	51
chr1_44213200_44213701	15	33	20	21	19	24
chr1_44354683_44355593	38	96	72	76	71	62
chr1_44405023_44405549	17	32	29	27	21	10
chr1_44417355_44417991	21	43	39	27	16	12
chr1_44631702_44632589	30	42	36	49	29	29
chr1_44673797_44675001	91	179	141	154	104	114
chr1_44739323_44740111	29	68	37	52	46	33
chr1_44775223_44776065	30	52	41	40	34	40
chr1_44799642_44800635	88	123	100	118	88	93
chr1_44800722_44801042	15	17	11	15	14	12
chr1_44808318_44808787	11	23	11	18	15	13
chr1_44842866_44843765	36	79	51	67	43	48
chr1_44884581_44885155	31	40	33	34	32	19
chr1_44986236_44986870	23	35	33	36	32	28
chr1_45010834_45011521	27	44	39	44	23	27
chr1_45011811_45012604	18	36	39	43	26	28
chr1_45147792_45148433	9	21	21	33	18	14
chr1_45205645_45206939	64	127	84	94	78	73
chr1_45303426_45304329	37	77	57	84	45	53
chr1_45339370_45340726	72	127	79	93	73	70
chr1_45490568_45491521	32	73	71	64	38	53
chr1_45499862_45500453	66	94	78	93	66	53
chr1_45521446_45522293	27	60	43	44	29	23
chr1_45550662_45551293	31	47	46	52	29	31
chr1_45583114_45585283	110	194	170	177	127	115
chr1_45686051_45687630	100	174	148	177	113	114
chr1_45750268_45751169	60	88	92	91	66	58
chr1_45803176_45803773	33	64	54	61	45	32
chr1_46132368_46133691	127	212	181	229	165	159
chr1_46179569_46179866	9	17	16	15	16	9
chr1_46198117_46198872	19	40	35	32	28	27
chr1_46247021_46247902	42	65	57	71	52	42
chr1_46301974_46303994	77	161	119	155	80	106
chr1_46340042_46341212	49	99	66	104	42	59
chr1_46394004_46394618	19	37	32	36	20	30
chr1_46466565_46467117	17	26	19	33	18	16
chr1_46522321_46522918	21	30	26	30	16	17
chr1_46532774_46533801	34	77	51	61	51	44
chr1_46603796_46604571	40	52	54	62	36	36
chr1_46667815_46668766	44	79	50	81	51	59
chr1_46718663_46719645	37	73	73	76	54	67
chr1_46725271_46725552	11	16	17	19	7	12
chr1_47179083_47179614	15	24	29	20	21	20
chr1_47208435_47208858	18	23	16	20	7	11
chr1_47313851_47314620	100	172	125	151	96	118
chr1_47333175_47335196	121	227	183	188	150	135
chr1_47437405_47438195	31	53	26	43	27	31
chr1_47533103_47533614	17	36	28	33	15	29
chr1_47572683_47573347	23	54	41	58	26	30
chr1_47659124_47659643	14	18	25	16	14	24
chr1_47696684_47697198	10	24	19	20	23	22
chr1_47709154_47709830	23	32	22	30	27	21
chr1_47726314_47726570	15	26	16	22	12	17
chr1_47776592_47777193	22	18	15	24	15	24
chr1_47805826_47806640	46	93	63	79	48	51
chr1_47934284_47934815	16	34	30	27	18	23
chr1_47997354_47998068	16	34	35	35	24	19
chr1_48052251_48052953	25	49	38	40	26	24
chr1_48471631_48472565	44	76	66	83	51	49
chr1_48494137_48494842	14	44	31	40	23	26
chr1_48499400_48500021	12	32	27	31	18	25
chr1_48526156_48526656	21	41	32	23	14	18
chr1_48562815_48563635	43	99	79	88	71	59
chr1_48610722_48611513	34	84	53	63	35	36
chr1_48627545_48627960	18	15	10	15	15	21
chr1_48695097_48695751	21	39	39	37	25	26
chr1_48715875_48716333	40	73	60	58	35	37
chr1_48746783_48747508	30	59	43	47	30	38
chr1_48776060_48777410	47	94	81	93	62	61
chr1_48916171_48916502	17	16	23	18	11	16
chr1_48920694_48921230	24	43	34	31	27	18
chr1_50023477_50024283	33	65	37	45	30	29
chr1_50110584_50111191	23	57	37	44	26	39
chr1_50132183_50132593	10	19	18	24	13	19
chr1_50208322_50208647	17	20	11	18	19	15
chr1_50245873_50246660	30	46	40	61	41	43
chr1_50251573_50252687	44	79	68	75	53	65
chr1_50418729_50419412	16	31	21	26	19	22
chr1_50420909_50421343	19	24	14	18	13	11
chr1_50423102_50423820	12	33	22	26	17	24
chr1_50699962_50700589	13	26	23	23	15	17
chr1_50841821_50842184	11	17	11	22	20	25
chr1_50959541_50960799	79	133	105	133	100	96
chr1_50968163_50970489	100	238	154	181	124	121
chr1_50977376_50978456	16	36	48	51	26	32
chr1_51235649_51237493	81	165	114	136	85	89
chr1_51421852_51422291	7	23	22	28	13	17
chr1_51518737_51519550	22	33	27	43	23	27
chr1_51583419_51583997	32	59	53	47	29	37
chr1_51616812_51617713	32	87	66	71	38	40
chr1_51729389_51730062	22	35	27	26	22	19
chr1_51877988_51879739	102	201	165	180	137	122
chr1_51919225_51919642	15	19	17	20	20	20
chr1_52033173_52034133	31	105	69	85	65	65
chr1_52054880_52056793	73	154	116	151	97	95
chr1_52141636_52143096	60	129	104	126	87	83
chr1_52365329_52366790	67	128	98	114	66	85
chr1_52403711_52405104	54	111	78	88	59	67
chr1_52552169_52554085	77	103	116	134	90	92
chr1_52697964_52698691	26	39	27	45	24	17
chr1_52726145_52727005	35	75	58	66	45	44
chr1_52927108_52927737	20	44	20	21	16	17
chr1_53196243_53197250	26	74	59	57	34	36
chr1_53220109_53220997	62	106	86	106	60	63
chr1_53238402_53239028	26	46	30	40	22	25
chr1_53288212_53288843	22	45	37	32	28	27
chr1_53296377_53296911	15	31	31	19	18	21
chr1_53303746_53304554	23	54	41	29	35	23
chr1_53319568_53320174	19	26	26	19	18	19
chr1_53326026_53328579	105	200	142	168	109	103
chr1_53417172_53417645	14	36	27	26	17	18
chr1_53418939_53419637	19	37	32	36	25	18
chr1_53738601_53739779	54	92	66	82	62	56
chr1_53837901_53838882	104	145	135	128	101	121
chr1_53889454_53890055	29	61	55	50	43	30
chr1_53945173_53946667	87	173	136	175	95	99
chr1_53949561_53950065	12	20	20	23	13	18
chr1_54052454_54054081	108	195	181	212	129	134
chr1_54199660_54200584	46	94	79	78	50	57
chr1_54272841_54273251	15	25	28	18	22	23
chr1_54273306_54274046	44	50	41	50	36	33
chr1_54309268_54310358	26	56	47	47	32	40
chr1_54350370_54350755	10	17	12	16	13	13
chr1_54405697_54407347	75	156	120	141	85	76
chr1_54487604_54488658	30	61	40	51	43	37
chr1_54489191_54489831	24	39	33	42	22	30
chr1_54547621_54548370	25	62	51	51	24	34
chr1_54581471_54582134	20	34	33	27	30	26
chr1_54715545_54716143	18	55	39	48	31	28
chr1_54763991_54765197	89	176	119	153	109	100
chr1_54792659_54793035	15	16	25	25	19	17
chr1_54886774_54887823	57	123	85	102	62	70
chr1_55039530_55039946	12	24	22	16	16	10
chr1_55050309_55050768	15	19	19	16	14	22
chr1_55067216_55067938	46	81	71	66	46	54
chr1_55214329_55216068	74	157	137	117	95	74
chr1_55575572_55576302	52	66	60	64	43	56
chr1_55584534_55585614	41	89	76	72	53	47
chr1_55782169_55782542	16	34	22	24	8	22
chr1_55930920_55931804	36	76	63	64	31	36
chr1_56376233_56377150	23	64	45	39	38	29
chr1_56435770_56436249	16	27	21	23	14	26
chr1_56477290_56478038	19	42	30	30	19	8
chr1_56550266_56551137	25	37	34	47	32	33
chr1_56551451_56552186	45	91	69	77	48	52
chr1_56578238_56579735	47	91	82	71	53	67
chr1_56644872_56645959	44	89	60	60	43	57
chr1_56797983_56798585	17	17	14	30	23	20
chr1_56849803_56850124	9	25	14	19	11	17
chr1_57423710_57424763	26	70	59	49	31	32
chr1_57839167_57839864	12	29	26	27	20	26
chr1_57908302_57908926	36	69	63	47	34	45
chr1_58249786_58250630	28	61	62	46	33	29
chr1_58545741_58547179	70	151	122	143	96	92
chr1_58580306_58580601	6	21	19	12	9	11
chr1_58699629_58700337	20	46	35	40	23	26
chr1_58748632_58749246	14	46	40	48	33	29
chr1_58781707_58782306	22	31	23	20	19	15
chr1_58782316_58784874	158	284	224	281	174	185
chr1_58785005_58785680	15	31	23	27	22	18
chr1_58816243_58816749	17	27	19	30	22	20
chr1_58862755_58863485	36	82	62	62	49	52
chr1_58874636_58875362	26	29	34	47	30	30
chr1_59077926_59078756	40	79	61	68	38	68
chr1_59163572_59164166	23	29	24	34	21	21
chr1_59230680_59231142	21	35	24	27	17	20
chr1_59296183_59297396	97	157	144	131	101	123
chr1_59971441_59971922	11	31	22	27	14	21
chr1_59972321_59973258	35	69	61	50	28	45
chr1_59986400_59987339	36	67	51	75	55	54
chr1_60017182_60018220	38	78	73	79	59	70
chr1_60091310_60091958	20	22	29	35	24	21
chr1_60165226_60165682	16	33	29	28	15	21
chr1_60564803_60565512	22	46	50	43	24	31
chr1_60620810_60622324	110	206	196	190	144	155
chr1_60695504_60696498	63	123	111	91	77	85
chr1_60746185_60746810	36	52	48	57	39	32
chr1_60895315_60896232	23	46	40	41	31	29
chr1_60903440_60904905	34	63	43	73	54	42
chr1_60936264_60936980	20	40	30	39	23	30
chr1_60952545_60953174	23	43	35	48	27	32
chr1_60969937_60970405	21	34	31	24	18	27
chr1_61011252_61012010	30	58	45	49	36	30
chr1_61049805_61050974	33	86	57	80	49	48
chr1_61056850_61057435	22	39	22	25	16	20
chr1_61076682_61077498	33	69	65	75	47	47
chr1_61077602_61078285	28	55	47	49	38	38
chr1_61079741_61080196	8	30	18	25	15	19
chr1_61081509_61082877	33	73	52	54	41	38
chr1_61184139_61184791	39	46	50	41	30	33
chr1_61243984_61244581	29	69	48	64	33	39
chr1_61334975_61335328	18	29	22	23	16	13
chr1_61337938_61338506	24	45	47	47	34	34
chr1_61452938_61453684	36	57	44	45	26	39
chr1_61724790_61725599	34	77	49	67	45	49
chr1_61742209_61743087	19	28	37	41	23	22
chr1_61910124_61910562	14	22	29	17	25	23
chr1_61951605_61952180	12	36	30	36	24	19
chr1_62384687_62384963	8	23	12	14	10	9
chr1_62400891_62401458	18	29	30	39	31	28
chr1_62435819_62437758	189	330	304	322	237	219
chr1_62687375_62688902	72	121	111	142	85	93
chr1_62783655_62784639	61	125	110	90	72	56
chr1_63087956_63088356	12	22	21	20	11	18
chr1_63367025_63368212	62	128	111	119	78	82
chr1_63523128_63524060	49	91	93	70	64	57
chr1_63593130_63594516	57	128	85	88	70	60
chr1_63773697_63775460	50	89	79	78	53	60
chr1_64005846_64006198	10	21	15	23	15	15
chr1_64072327_64072867	20	40	31	50	22	34
chr1_64244972_64245349	15	24	22	23	10	15
chr1_64282163_64282985	42	64	44	54	42	35
chr1_64363474_64363995	11	21	24	23	25	14
chr1_64469724_64471708	92	179	165	160	97	104
chr1_64502871_64503501	26	51	39	38	34	37
chr1_64663580_64664946	75	101	116	108	65	67
chr1_64683098_64683625	9	18	19	22	17	24
chr1_64744408_64745802	78	140	114	125	94	91
chr1_64824057_64824505	12	22	21	27	16	17
chr1_64908977_64909570	17	41	23	35	22	20
chr1_64965261_64967077	114	237	168	185	125	132
chr1_65002347_65003182	21	40	34	42	29	23
chr1_65026091_65026591	18	26	15	14	16	17
chr1_65066438_65068578	91	221	175	182	164	143
chr1_65148524_65149002	13	32	21	19	19	13
chr1_65175716_65176581	21	48	46	53	43	32
chr1_65253917_65255598	72	178	144	144	106	97
chr1_65265619_65266280	11	24	22	26	21	25
chr1_65309155_65310286	34	77	61	72	59	41
chr1_65419661_65421286	136	229	207	212	123	129
chr1_65792464_65793417	47	70	69	73	32	45
chr1_65911591_65912126	17	34	27	32	18	25
chr1_65949046_65949701	25	49	53	41	21	30
chr1_65992232_65992824	27	47	47	36	23	26
chr1_66160601_66161038	23	27	29	23	15	16
chr1_66169062_66169633	12	29	21	26	23	26
chr1_66207603_66208024	11	20	15	20	14	12
chr1_66242693_66243025	15	34	25	26	19	13
chr1_66271218_66272388	66	122	91	98	70	76
chr1_66352974_66353784	25	60	26	42	25	26
chr1_66354091_66354616	11	26	17	21	8	18
chr1_66359267_66359789	19	38	34	35	12	25
chr1_66388857_66389479	36	60	48	63	40	44
chr1_66413577_66414284	25	57	54	37	33	33
chr1_66556223_66556627	18	20	19	18	10	16
chr1_66924426_66925963	179	331	260	299	219	216
chr1_66929731_66930899	80	141	132	136	98	108
chr1_67019552_67020259	18	43	36	39	24	27
chr1_67052628_67054782	98	195	147	152	102	130
chr1_67429102_67431451	142	288	248	253	173	195
chr1_67463515_67463885	12	18	18	19	12	15
chr1_67532438_67532835	13	17	18	19	11	12
chr1_67587869_67588569	22	57	48	48	36	42
chr1_67646169_67646981	29	57	32	40	25	26
chr1_67684554_67687082	185	328	292	314	182	257
chr1_67736072_67736659	17	37	33	30	29	23
chr1_67766079_67766818	25	40	44	36	23	18
chr1_67831796_67832496	22	64	50	46	37	47
chr1_67832657_67833776	34	73	49	59	39	44
chr1_67853691_67854041	14	34	18	16	15	16
chr1_67939126_67939805	24	51	33	37	17	35
chr1_67945790_67946540	27	53	59	50	18	34
chr1_67947106_67947470	12	34	24	15	12	12
chr1_68111804_68112333	21	61	49	48	21	38
chr1_68112772_68113352	19	31	28	32	17	27
chr1_68141018_68142070	24	54	38	66	36	39
chr1_68173659_68174672	44	62	50	60	25	46
chr1_68176002_68176534	14	28	24	24	17	15
chr1_68217207_68217550	11	23	17	18	19	13
chr1_68231944_68232893	30	76	50	57	31	48
chr1_68293668_68294616	26	48	39	43	27	26
chr1_68313347_68314544	80	143	124	115	79	67
chr1_68365410_68366473	49	95	80	81	63	56
chr1_68384194_68384924	32	55	43	69	33	42
chr1_68496513_68497737	95	146	133	139	105	123
chr1_68551099_68551846	29	49	39	41	26	39
chr1_68745113_68746026	25	59	54	47	18	24
chr1_68753074_68753390	15	23	21	11	9	12
chr1_68811619_68812578	30	59	50	60	35	41
chr1_68826877_68827273	9	32	21	27	12	15
chr1_69263606_69264822	108	177	160	172	116	138
chr1_69291567_69292099	19	50	40	38	26	27
chr1_69567074_69568687	77	161	123	136	93	98
chr1_69739230_69739869	13	41	21	27	17	27
chr1_70061171_70061583	12	27	22	24	14	12
chr1_70204780_70206282	86	135	123	122	78	99
chr1_70220990_70222103	78	145	115	139	107	107
chr1_70353721_70355174	108	211	168	216	130	147
chr1_70410397_70411760	125	240	201	198	133	148
chr1_70458100_70458698	27	72	55	44	35	39
chr1_71046912_71048044	40	46	37	45	30	27
chr1_71049883_71050368	15	31	28	32	16	19
chr1_71080710_71081730	82	117	111	101	81	83
chr1_71873642_71874258	21	59	41	51	40	39
chr1_71971950_71972344	13	33	17	24	15	13
chr1_72256096_72256426	3	13	17	12	16	13
chr1_72282161_72284811	119	245	185	209	160	178
chr1_72496325_72497058	25	37	41	36	28	28
chr1_72636527_72637197	21	37	32	30	26	21
chr1_72650114_72650770	20	42	31	41	32	25
chr1_72651015_72651555	13	16	19	21	15	24
chr1_72679754_72680338	15	49	43	36	32	28
chr1_73009890_73010499	15	33	34	35	24	28
chr1_73369287_73369787	22	49	40	45	37	24
chr1_73673945_73674356	19	22	20	24	18	22
chr1_73901612_73902146	20	21	25	24	19	17
chr1_73998442_73998683	3	23	18	15	15	9
chr1_74197689_74198796	77	137	130	131	87	90
chr1_74343081_74343839	62	124	72	83	62	76
chr1_74362885_74363757	60	102	93	100	69	89
chr1_74422520_74423161	16	35	40	33	18	25
chr1_74504112_74504472	22	34	22	28	24	20
chr1_74504676_74505711	48	89	69	85	52	55
chr1_74505876_74506900	41	91	79	94	70	85
chr1_74523933_74524511	21	34	37	41	30	42
chr1_74637305_74637743	18	56	42	33	27	32
chr1_74673150_74674087	46	107	87	67	52	51
chr1_74689597_74690219	15	40	37	33	25	29
chr1_74732352_74734081	71	152	136	146	95	105
chr1_74772000_74772234	10	16	12	14	12	12
chr1_74964180_74965021	39	73	72	77	41	56
chr1_75136220_75136685	14	27	21	20	13	15
chr1_75167639_75168115	13	19	26	21	9	13
chr1_75245532_75246222	22	40	27	41	27	29
chr1_75265771_75266027	9	18	16	16	10	13
chr1_75339059_75339503	15	26	16	17	18	20
chr1_75342718_75343281	24	39	30	37	29	25
chr1_75390046_75390376	15	21	16	10	10	15
chr1_75396786_75397795	47	87	104	94	52	58
chr1_75400609_75401147	7	21	18	22	21	19
chr1_75614492_75615420	55	105	75	85	52	56
chr1_75615517_75616803	77	153	121	133	80	92
chr1_75723913_75725249	64	156	115	148	92	128
chr1_75785606_75786788	60	131	99	110	85	89
chr1_75991597_75992091	10	28	23	25	23	19
chr1_76074256_76075540	92	174	145	144	88	117
chr1_76250266_76250763	18	23	21	26	17	21
chr1_76281326_76281917	17	36	14	34	19	19
chr1_76336887_76337446	28	49	41	44	31	29
chr1_76348138_76348739	15	39	22	18	18	17
chr1_76356033_76356576	13	25	23	18	18	13
chr1_76386229_76386661	3	20	13	25	15	19
chr1_76390271_76390861	21	53	49	50	38	55
chr1_76391987_76393092	15	34	31	46	30	30
chr1_76668745_76669436	27	43	46	50	24	31
chr1_76764550_76765480	25	62	44	45	21	27
chr1_76770943_76771507	21	51	39	34	30	31
chr1_76799605_76800297	28	53	55	48	40	37
chr1_76867326_76869427	71	141	111	141	85	88
chr1_77016469_77017109	25	35	35	31	22	25
chr1_77021812_77022195	14	20	15	20	8	22
chr1_77035434_77035843	7	24	18	36	13	28
chr1_77038108_77038584	10	20	20	25	18	25
chr1_77218671_77219624	43	88	71	80	52	52
chr1_77281575_77282972	73	168	130	134	104	97
chr1_77397884_77398700	35	65	55	52	37	47
chr1_77489718_77490508	31	56	60	61	39	39
chr1_77514251_77514867	12	30	24	19	30	26
chr1_77682136_77684273	150	300	248	239	178	194
chr1_77759045_77760228	48	130	95	105	73	73
chr1_77779441_77780181	33	74	59	58	38	37
chr1_77888197_77889260	45	69	44	63	42	35
chr1_77978067_77980117	107	211	190	202	124	133
chr1_78004577_78005434	19	65	48	50	36	27
chr1_78382827_78383174	24	45	43	28	20	22
chr1_78490740_78491978	38	59	57	55	36	49
chr1_78617595_78618100	16	28	30	37	18	21
chr1_78649551_78649958	21	40	31	27	33	30
chr1_78692667_78693665	33	93	80	85	54	63
chr1_78715078_78715872	37	83	65	81	54	54
chr1_78840464_78841067	24	22	38	34	28	29
chr1_79373441_79374304	32	44	37	59	26	33
chr1_79982025_79982619	24	30	22	41	22	40
chr1_80933286_80933836	23	45	29	27	33	31
chr1_81305831_81306479	34	65	58	51	49	57
chr1_81431107_81431629	17	23	12	22	13	22
chr1_81445895_81446776	62	95	94	77	66	79
chr1_81463996_81464784	31	74	54	68	38	66
chr1_81478123_81478797	30	66	54	41	39	38
chr1_81509555_81510294	19	44	40	45	21	36
chr1_81670289_81670657	11	29	22	28	16	18
chr1_81700386_81701495	67	140	120	118	92	88
chr1_81800279_81803540	115	307	196	231	172	158
chr1_81882849_81883190	11	28	16	16	11	18
chr1_81885268_81885806	13	29	23	29	15	19
chr1_82048723_82049741	39	93	53	75	54	55
chr1_82210999_82211943	30	74	62	58	34	54
chr1_82214060_82214918	28	48	39	37	32	38
chr1_82225505_82226668	46	66	54	67	42	40
chr1_82464080_82465042	35	54	54	64	39	47
chr1_82485364_82485970	14	40	38	35	30	26
chr1_82565211_82566043	18	54	38	46	35	47
chr1_83151119_83151488	9	27	20	24	20	18
chr1_83559324_83559920	14	21	20	18	16	18
chr1_83692998_83693960	15	42	25	40	34	23
chr1_83769960_83770545	17	38	37	28	34	21
chr1_83799348_83800501	61	99	100	93	56	67
chr1_83998300_83999994	94	215	177	155	110	129
chr1_84077346_84079159	130	271	210	256	157	193
chr1_84083242_84083748	10	35	24	21	14	23
chr1_84164035_84165010	25	59	36	44	31	27
chr1_84253897_84254247	11	27	21	14	13	18
chr1_84298174_84299376	46	95	84	66	44	48
chr1_84433832_84434087	11	18	19	12	12	10
chr1_84479082_84480011	43	97	67	92	56	66
chr1_84505491_84507158	106	236	184	183	141	119
chr1_84573880_84574735	27	64	58	66	40	43
chr1_84689599_84691056	167	290	214	267	181	225
chr1_84753404_84754305	28	54	62	45	42	33
chr1_84759215_84759861	27	40	48	46	28	30
chr1_84772351_84772964	15	32	23	32	18	15
chr1_84782001_84782779	17	32	34	51	33	27
chr1_84847200_84848026	36	57	65	56	34	42
chr1_84944680_84945478	26	52	33	38	31	43
chr1_84996750_84997496	20	45	32	35	23	24
chr1_85061790_85062632	32	63	62	70	41	56
chr1_85137008_85138087	63	125	115	132	92	95
chr1_85200320_85202038	121	193	154	163	104	127
chr1_85259157_85260341	56	121	112	107	81	90
chr1_85275825_85277398	205	307	260	287	198	236
chr1_85308112_85308560	19	36	27	25	29	12
chr1_85315854_85316856	23	32	40	57	29	36
chr1_85330751_85331297	24	50	41	34	29	28
chr1_85407143_85407694	15	32	25	21	23	28
chr1_85463753_85465593	102	199	148	144	105	124
chr1_85527166_85527576	19	29	24	31	22	24
chr1_85576327_85577565	50	107	76	97	61	52
chr1_85580535_85581863	50	113	89	109	58	59
chr1_85628777_85629387	23	26	29	26	13	16
chr1_85707883_85708947	90	155	129	142	92	92
chr1_86195136_86195896	43	70	64	65	48	61
chr1_86207205_86207793	24	35	37	33	25	20
chr1_86226291_86227135	14	36	26	42	22	35
chr1_86395582_86396890	80	168	131	158	109	102
chr1_86505132_86505931	21	48	40	48	23	39
chr1_86703924_86705727	158	298	242	262	171	203
chr1_86757506_86757910	20	27	12	28	16	20
chr1_86792652_86793567	33	64	64	56	42	44
chr1_86862781_86863542	46	71	67	50	32	47
chr1_86913836_86915883	170	298	234	255	186	179
chr1_87131792_87132328	18	38	26	24	25	28
chr1_87136108_87137594	38	82	80	74	56	48
chr1_87140464_87140811	12	23	15	11	14	14
chr1_87148926_87150254	107	203	173	174	134	115
chr1_87154415_87155423	26	61	51	60	42	36
chr1_87226145_87226837	17	38	39	40	19	31
chr1_87292798_87293295	14	27	22	24	16	21
chr1_87327708_87329599	162	268	249	265	171	215
chr1_87331208_87332266	27	81	71	60	39	36
chr1_87334341_87336134	46	110	92	109	72	72
chr1_87393443_87394031	13	28	27	41	14	21
chr1_87426644_87427489	43	68	66	62	36	45
chr1_87599917_87600869	29	51	48	47	31	37
chr1_87642440_87643475	38	82	70	83	47	56
chr1_87684276_87685700	51	104	84	83	61	62
chr1_87968234_87968959	18	40	44	50	20	20
chr1_88057831_88058673	24	46	27	30	26	30
chr1_88247684_88248141	20	31	35	22	16	19
